face_id,prompt,final_Z,best_Z,best_Z_gradient_path,best_iter_by_Z,final_identity_cosine_similarity_raw,final_identity_similarity_score_pct,ssim_to_original,psnr_to_original,output_ssim,output_l2,max_disp_px,dct_gain_mean_abs,dct_energy_change,dct_spatial_delta_mse,fraction_clamped,seconds_per_iter,public_edits_stock_regenerated,run_dir
face_002,add black sunglasses,0.9937925934791565,0.9943174123764038,0.9422425031661987,749,0.9937925934791565,99.37925720214844,0.988584041595459,28.23947095935756,0.7944785952568054,0.04908499149407851,4.41834020614624,0.0,0.0,0.0,0.00980392156862745,6.939669963039924,True,outputs/edited_output_identity_2/20260707_101435_edited_output_identity_all_sequential/runs/edited_output_identity/instructpix2pix_arcface_iresnet100/face_002__add_black_sunglasses
face_002,add headphones,0.993218183517456,0.9936604499816895,0.9566109776496887,185,0.993218183517456,99.32181549072266,0.9844864010810852,26.90971265053711,0.8445466160774231,0.05908484688662363,4.931772232055664,0.0,0.0,0.0,0.00980392156862745,9.463889875947498,True,outputs/edited_output_identity_2/20260707_101435_edited_output_identity_all_sequential/runs/edited_output_identity/instructpix2pix_arcface_iresnet100/face_002__add_headphones
face_005,add black sunglasses,0.9941383600234985,0.9960930347442627,0.9320281147956848,160,0.9941383600234985,99.41383361816406,0.9948986172676086,31.70332346958118,0.913959801197052,0.030289465944903355,3.3670008182525635,0.0,0.0,0.0,0.0,10.074269721468445,True,outputs/edited_output_identity_2/20260707_101435_edited_output_identity_all_sequential/runs/edited_output_identity/instructpix2pix_arcface_iresnet100/face_005__add_black_sunglasses
face_005,add headphones,0.9893949627876282,0.9941653609275818,0.9535772800445557,26,0.9893949627876282,98.93949890136719,0.9912073612213135,29.355800240285348,0.9244654178619385,0.04603152813490742,13.71295166015625,0.0,0.0,0.0,0.00980392156862745,13.372646399254444,True,outputs/edited_output_identity_2/20260707_101435_edited_output_identity_all_sequential/runs/edited_output_identity/instructpix2pix_arcface_iresnet100/face_005__add_headphones
