Z,best_Z_so_far,best_iter_so_far,case_id,clean_edit_embedding_norm,combined_max_disp_px,combined_mean_disp_px,combined_p95_disp_px,components_at_boundary,dct_clipped_high_fraction,dct_clipped_low_fraction,dct_coefficient_delta_l1,dct_coefficient_delta_l2,dct_dc_energy,dct_enabled,dct_frequency_mask_mode,dct_gain_grad_norm,dct_gain_l2,dct_gain_max,dct_gain_mean,dct_gain_mean_abs,dct_gain_min,dct_high_frequency_energy_after,dct_high_frequency_energy_before,dct_input_coefficient_energy,dct_low_frequency_energy_after,dct_low_frequency_energy_before,dct_mid_frequency_energy_after,dct_mid_frequency_energy_before,dct_num_at_max,dct_num_at_min,dct_num_clamped,dct_output_coefficient_energy,dct_relative_energy_change,dct_selected_frequency_count,dct_spatial_delta_l1,dct_spatial_delta_l2,dct_spatial_delta_max_abs,dct_spatial_delta_mse,delaunay_enabled,delaunay_grad_norm,delaunay_max_disp,delaunay_mean_disp,delaunay_num_at_max,delaunay_num_at_min,delaunay_p95_disp,delaunay_param_max,delaunay_param_mean_abs,delaunay_param_min,edit_identity_angle_degrees,edit_identity_angle_radians,edit_identity_cosine_distance,edit_identity_cosine_similarity_raw,edit_identity_l2_embedding_distance,edit_identity_similarity_score_pct,editor_num_inference_steps,face_id,fft_phase_enabled,fft_phase_grad_norm,fft_phase_max_abs,fft_phase_mean_abs,fft_phase_norm,fft_phase_num_at_max,fft_phase_num_at_min,fft_phase_num_clamped,fft_spatial_delta_mse,foldover_fraction,fraction_clamped_total,identity_angle_degrees,identity_angle_radians,identity_cosine_distance,identity_cosine_similarity_raw,identity_l2_embedding_distance,identity_similarity_score_pct,input_identity_angle_degrees,input_identity_angle_radians,input_identity_cosine_distance,input_identity_cosine_similarity_raw,input_identity_l2_embedding_distance,input_identity_left_embedding_norm,input_identity_right_embedding_norm,input_identity_similarity_score_pct,iter,jacobian_det_min,l2_to_original,learning_rate,legacy_fft_strength_equivalent,loss,mse_to_original,num_at_max_total,num_at_min_total,num_clamped_total,num_total_params,original_embedding_norm,peak_vram_gb,perturbed_edit_embedding_norm,perturbed_embedding_norm,prompt,psnr_to_original,rolling_enabled,rolling_grad_norm,rolling_max_disp,rolling_mean_disp,rolling_num_at_max,rolling_num_at_min,rolling_p95_disp,rolling_param_max,rolling_param_mean_abs,rolling_param_min,seconds_elapsed,seconds_iter,seed,smoothness_tv,ssim_to_original,total_geometry_grad_norm,total_grad_norm,tps_enabled,tps_grad_norm,tps_max_disp,tps_mean_disp,tps_num_at_max,tps_num_at_min,tps_p95_disp,tps_param_max,tps_param_mean_abs,tps_param_min
0.9972728490829468,0.9972728490829468,0,face_002__add_headphones,0.9999999403953552,0.7454129457473755,0.25945889949798584,0.5316404700279236,,0.0,0.0,0.0,0.0,0.0,0,all_ac,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1,0.0,0.6792876720428467,0.21269673109054565,0,0,0.4945622980594635,0.9328691959381104,0.3407110273838043,-0.9366225600242615,4.232441425323486,0.07387004047632217,0.0027271509170532227,0.9972728490829468,0.07385396212339401,99.72728729248047,20,face_002,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,4.232441425323486,0.07387004047632217,0.0027271509170532227,0.9972728490829468,0.07385396212339401,99.72728729248047,3.3323116302490234,0.058159809559583664,0.0016908049583435059,0.9983091950416565,0.05815166234970093,1.0,1.0,99.83091735839844,0,0.9729883074760437,0.010073709301650524,0.4,0.0,0.9972728490829468,0.00010147961438633502,0,0,0,102,0.9999999403953552,5.311219215393066,1.0,1.0,add headphones,39.936211917282435,1,0.0,0.26190170645713806,0.09385015815496445,0,0,0.24293124675750732,0.2925674617290497,0.17786067724227905,-0.06315388530492783,0.0,0.0,438717,0.005375669337809086,0.9992266297340393,0.0,0.0,1,0.0,0.4958705008029938,0.14304542541503906,0,0,0.35906103253364563,0.6501206159591675,0.17285601794719696,-0.5595666170120239
0.9415071606636047,0.9415071606636047,1,face_002__add_headphones,0.9999999403953552,0.7454129457473755,0.25945889949798584,0.5316404700279236,,0.0,0.0,0.0,0.0,0.0,0,all_ac,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1,0.0013491988647729158,0.6792876720428467,0.21269673109054565,0,0,0.4945622980594635,0.9591869711875916,0.4090035557746887,-1.080212116241455,19.693775177001953,0.3437212109565735,0.058492839336395264,0.9415071606636047,0.34203195571899414,94.15071868896484,20,face_002,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,19.693775177001953,0.3437212109565735,0.058492839336395264,0.9415071606636047,0.34203195571899414,94.15071868896484,3.3323116302490234,0.058159809559583664,0.0016908049583435059,0.9983091950416565,0.05815166234970093,1.0,1.0,99.83091735839844,1,0.9729883074760437,0.010073709301650524,0.4,0.0,0.9415071606636047,0.00010147961438633502,0,0,0,102,0.9999999403953552,5.311219215393066,1.0,1.0,add headphones,39.936211917282435,1,0.0005738504114560783,0.26190170645713806,0.09385015815496445,0,0,0.24293124675750732,0.6925604343414307,0.5146578550338745,0.33675524592399597,23.551107881590724,14.874194825068116,438717,0.005375669337809086,0.9992266297340393,0.002212727442383766,0.002212727442383766,1,0.001657262910157442,0.4958705008029938,0.14304542541503906,0,0,0.35906103253364563,0.6658592820167542,0.24890801310539246,-0.722480058670044
0.9413325786590576,0.9413325786590576,2,face_002__add_headphones,0.9999999403953552,1.9343761205673218,0.8334343433380127,1.6015934944152832,,0.0,0.0,0.0,0.0,0.0,0,all_ac,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1,0.002516218228265643,1.134164810180664,0.334272563457489,0,0,0.8513558506965637,1.3495457172393799,0.4590132534503937,-1.4797015190124512,19.723438262939453,0.34423893690109253,0.05866742134094238,0.9413325786590576,0.34254157543182373,94.13325500488281,20,face_002,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,19.723438262939453,0.34423893690109253,0.05866742134094238,0.9413325786590576,0.34254157543182373,94.13325500488281,6.52119255065918,0.1138162836432457,0.006470084190368652,0.9935299158096313,0.11375489085912704,1.0,1.0,99.35298919677734,2,0.919380247592926,0.026249324902892113,0.4,0.0,0.9413325786590576,0.0006890270742587745,0,0,0,102,0.9999999403953552,5.311219215393066,1.0,1.0,add headphones,31.61763712823616,1,0.0066494750790297985,0.7581812739372253,0.5199998021125793,0,0,0.7573384046554565,0.4198361933231354,0.23296871781349182,0.046101246029138565,38.39490697532892,14.712147045880556,438717,0.01156266126781702,0.9947448968887329,0.007773598190397024,0.007773598190397024,1,0.0031435571145266294,0.820824146270752,0.28444036841392517,0,0,0.6713145971298218,0.8872228264808655,0.27914664149284363,-0.737375795841217
0.9385120868682861,0.9385120868682861,3,face_002__add_headphones,0.9999999403953552,2.2003281116485596,0.7623770236968994,1.6717767715454102,,0.0,0.0,0.0,0.0,0.0,0,all_ac,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1,0.0013832831755280495,1.5335187911987305,0.4298722445964813,0,0,1.0271185636520386,1.6722487211227417,0.4740738570690155,-1.6104449033737183,20.196836471557617,0.3525013029575348,0.06148791313171387,0.9385120868682861,0.3506792485713959,93.85121154785156,20,face_002,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,20.196836471557617,0.3525013029575348,0.06148791313171387,0.9385120868682861,0.3506792485713959,93.85121154785156,6.915116786956787,0.12069155275821686,0.0072743892669677734,0.9927256107330322,0.12061868607997894,1.0,1.0,99.2725601196289,3,0.9583762884140015,0.02725440450012684,0.4,0.0,0.9385120868682861,0.0007428025710396469,0,0,0,102,0.9999999403953552,5.311219215393066,1.0,1.0,add headphones,31.2912660171955,1,0.001105060800909996,0.4025563597679138,0.218423992395401,0,0,0.38938695192337036,0.24153046309947968,0.14719732105731964,-0.052864182740449905,53.41537819802761,14.897099005058408,438717,0.012175256386399269,0.9943366050720215,0.002250771038234234,0.002250771038234234,1,0.0013897260650992393,1.0949232578277588,0.3357822000980377,0,0,0.793685793876648,1.2548835277557373,0.3000069260597229,-0.9470607042312622
0.9385353922843933,0.9385120868682861,3,face_002__add_headphones,0.9999999403953552,2.7887048721313477,0.7762795090675354,2.093283176422119,,0.0,0.0,0.0,0.0,0.0,0,all_ac,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1,0.0031642927788197994,1.6666138172149658,0.44708409905433655,0,0,1.1442033052444458,2.020685911178589,0.49643492698669434,-1.8657180070877075,20.192970275878906,0.35243380069732666,0.06146460771560669,0.9385353922843933,0.3506128489971161,93.8535385131836,20,face_002,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,20.192970275878906,0.35243380069732666,0.06146460771560669,0.9385353922843933,0.3506128489971161,93.8535385131836,7.270357608795166,0.12689167261123657,0.00803995132446289,0.9919600486755371,0.1268066018819809,1.0,1.0,99.19600677490234,4,0.9559906125068665,0.029010197147727013,0.4,0.0,0.9385353922843933,0.0008415915071964264,0,0,0,102,0.9999999403953552,5.311219215393066,1.0,1.0,add headphones,30.74898655790548,1,0.003033687360584736,0.21607205271720886,0.07703302800655365,0,0,0.20033815503120422,0.15742938220500946,0.12173973023891449,0.08605007827281952,68.23842133395374,14.68824465945363,438717,0.013779275119304657,0.9935860633850098,0.005579438526183367,0.005579438526183367,1,0.003451684722676873,1.367608666419983,0.3939998745918274,0,0,1.0760787725448608,1.5480976104736328,0.32613417506217957,-1.2011255025863647
0.9384709596633911,0.9384709596633911,5,face_002__add_headphones,0.9999999403953552,3.3717222213745117,0.8978508710861206,2.550699472427368,,0.0,0.0,0.0,0.0,0.0,0,all_ac,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1,0.006749380379915237,2.0149927139282227,0.4716818928718567,0,0,1.3726001977920532,2.1638190746307373,0.5015333294868469,-1.7548086643218994,20.20366096496582,0.352620393037796,0.06152904033660889,0.9384709596633911,0.35079655051231384,93.84709930419922,20,face_002,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,20.20366096496582,0.352620393037796,0.06152904033660889,0.9384709596633911,0.35079655051231384,93.84709930419922,7.950137138366699,0.13875606656074524,0.009611189365386963,0.990388810634613,0.13864508271217346,1.0,1.0,99.03887939453125,5,0.9444719552993774,0.033589839935302734,0.4,0.0,0.9384709596633911,0.001128277275711298,0,0,0,102,0.9999999403953552,5.311219215393066,1.0,1.0,add headphones,29.475841587626377,1,0.0011728232493624091,0.17981791496276855,0.12402305752038956,0,0,0.17956848442554474,0.12379658967256546,0.11079902201890945,0.09780145436525345,83.2247942276299,14.862257713451982,438717,0.01656213589012623,0.9914031624794006,0.011498341336846352,0.011498341336846352,1,0.009234837256371975,1.7149966955184937,0.48632222414016724,0,0,1.3298369646072388,1.75054132938385,0.3626197874546051,-1.2060887813568115
0.9374236464500427,0.9374236464500427,6,face_002__add_headphones,0.9999999403953552,4.011279106140137,0.9706107378005981,2.8332762718200684,,0.0,0.0,0.0,0.0,0.0,0,all_ac,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1,0.0033804583363234997,2.17600679397583,0.47067487239837646,0,0,1.4767929315567017,2.405755043029785,0.5221894383430481,-1.5565942525863647,20.37670135498047,0.3556405305862427,0.06257635354995728,0.9374236464500427,0.353769451379776,93.74236297607422,20,face_002,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,20.37670135498047,0.3556405305862427,0.06257635354995728,0.9374236464500427,0.353769451379776,93.74236297607422,8.080168724060059,0.14102554321289062,0.009927630424499512,0.9900723695755005,0.14090903103351593,1.0,1.0,99.00724029541016,6,0.932284414768219,0.03496880829334259,0.4,0.0,0.9374236464500427,0.0012228175764903426,0,0,0,102,0.9999999403953552,5.311219215393066,1.0,1.0,add headphones,29.126383274550207,1,0.0009964876808226109,0.1766325831413269,0.12013208866119385,0,0,0.17619551718235016,0.21417294442653656,0.12844927608966827,0.04272560402750969,98.06237259507179,14.705880992114544,438717,0.018373608589172363,0.9906848073005676,0.00499879103153944,0.00499879103153944,1,0.0035450560972094536,2.0516388416290283,0.5628281831741333,0,0,1.4480998516082764,1.7781294584274292,0.3949599266052246,-1.0903103351593018
0.9377270340919495,0.9374236464500427,6,face_002__add_headphones,0.9999999403953552,4.0972795486450195,1.063408613204956,2.9015655517578125,,0.0,0.0,0.0,0.0,0.0,0,all_ac,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1,0.001747320406138897,2.459467649459839,0.4784240126609802,0,0,1.4558967351913452,2.660376787185669,0.559291660785675,-1.4671032428741455,20.32672119140625,0.35476821660995483,0.06227296590805054,0.9377270340919495,0.3529107868671417,93.772705078125,20,face_002,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,20.32672119140625,0.35476821660995483,0.06227296590805054,0.9377270340919495,0.3529107868671417,93.772705078125,8.12808609008789,0.14186185598373413,0.010045528411865234,0.9899544715881348,0.14174316823482513,1.0,1.0,98.99544525146484,7,0.9202110171318054,0.03637993708252907,0.4,0.0,0.9377270340919495,0.0013234997168183327,0,0,0,102,0.9999999403953552,5.311219215393066,1.0,1.0,add headphones,28.782761472861303,1,0.003878017421811819,0.23596487939357758,0.15054009854793549,0,0,0.23526924848556519,0.40757203102111816,0.23583689332008362,0.06410175561904907,113.10149418376386,14.917333208024502,438717,0.02032666653394699,0.989919126033783,0.004793490283191204,0.004793490283191204,1,0.0022102948278188705,2.057790517807007,0.6289388537406921,0,0,1.4928946495056152,1.9569969177246094,0.4294237494468689,-1.1314680576324463
0.9373791217803955,0.9373791217803955,8,face_002__add_headphones,0.9999999403953552,4.666052341461182,1.2419904470443726,3.1733579635620117,,0.0,0.0,0.0,0.0,0.0,0,all_ac,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1,0.003606436774134636,2.7664167881011963,0.5224331617355347,0,0,1.530956745147705,2.7471320629119873,0.5921980738639832,-1.6332223415374756,20.384029388427734,0.3557684123516083,0.06262087821960449,0.9373791217803955,0.3538951575756073,93.7379150390625,20,face_002,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,20.384029388427734,0.3557684123516083,0.06262087821960449,0.9373791217803955,0.3538951575756073,93.7379150390625,8.970318794250488,0.15656159818172455,0.012230753898620605,0.9877692461013794,0.1564016342163086,1.0,1.0,98.77692413330078,8,0.9078823328018188,0.039726391434669495,0.4,0.0,0.9373791217803955,0.0015781860565766692,0,0,0,102,0.9999999403953552,5.311219215393066,1.0,1.0,add headphones,28.01841797969868,1,0.0010257968679070473,0.4401305317878723,0.27868443727493286,0,0,0.43876466155052185,0.6151179671287537,0.35339492559432983,0.09167185425758362,127.90613747946918,14.67800290696323,438717,0.023126229643821716,0.9879818558692932,0.005651184357702732,0.005651184357702732,1,0.004228148143738508,2.1650400161743164,0.7120670676231384,0,0,1.6180373430252075,2.0328216552734375,0.4710025191307068,-1.283281922340393
0.938012957572937,0.9373791217803955,8,face_002__add_headphones,0.9999999403953552,4.939455032348633,1.4500807523727417,3.4781975746154785,,0.0,0.0,0.0,0.0,0.0,0,all_ac,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1,0.0029154405929148197,2.9426279067993164,0.585806131362915,0,0,1.6051112413406372,2.885211706161499,0.6281532049179077,-1.8697693347930908,20.279508590698242,0.35394418239593506,0.06198704242706299,0.938012957572937,0.352099746465683,93.8012924194336,20,face_002,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,20.279508590698242,0.35394418239593506,0.06198704242706299,0.938012957572937,0.352099746465683,93.8012924194336,9.871832847595215,0.17229598760604858,0.014806270599365234,0.9851937294006348,0.17208236455917358,1.0,1.0,98.51937103271484,9,0.8983113169670105,0.04330233857035637,0.4,0.0,0.938012957572937,0.0018750925082713366,0,0,0,102,0.9999999403953552,5.311219215393066,1.0,1.0,add headphones,27.26977301354549,1,0.002552286721765995,0.6616455912590027,0.41829991340637207,0,0,0.6594451665878296,0.7105383276939392,0.3912654519081116,0.07199256122112274,142.87490769848228,14.835512144491076,438717,0.026031306013464928,0.9857248663902283,0.005041619762778282,0.005041619762778282,1,0.0032255183905363083,2.270822048187256,0.7920435070991516,0,0,1.7146791219711304,2.175589084625244,0.5162040591239929,-1.5102158784866333
